text,id,pubdate
Udah pake new twitter? *jb RT @shfsally: #NewTwitter,2653497106,18541
@Twitter Why not an option to never show the new twitter again? #newtwitter,2653451068,18541
shocked! @dharmeshG does not have new twitter YET?? HAW? #newtwitter beware.this boy has set straight many ppl.don't biliu? ask @VodafoneIN,2653394040,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2653388366,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2653366528,18541
RT @nanaFKNruthless: if twitter doesnt stop fkn asking me to try #NewTwitter ima jst fkn go on myspace -_- stop poppN up every 5 mins daang,2653343477,18541
if twitter doesnt stop fkn asking me to try #NewTwitter ima jst fkn go on myspace -_- stop poppN up every 5 mins daang new twitter is gay,2653338717,18541
RT @tweetyQuote: R E T W E E T--> New Twitter? Get a Direct Message When you're Eligible  #NewTwitter,2653332830,18541
the new twitter is nice #newtwitter,2653281610,18541
 Got the no-new-twitter blues  #newtwitter,2653274901,18541
@faithEEE BLAHH ): the new twitter is it the #NewTwitter?,2653215724,18541
"why can't i try the new twitter, when my blog's account can? #NewTwitter",2653212204,18541
Switched back to the old #twitter -- couldn't stand the new version's refusal to simply let me add people to my lists! #sucks #newtwitter,2653195622,18541
"Saw a picture of new twitter today for the first time, looks like I don't yet have it. #newtwitter",2653169756,18541
#NewTwitter seems to be a successful innovation. I like it as well. http://bit.ly/aHBGQ3,2653112888,18541
WTF where is my and @STRMailer new Twitter??? #NewTwitter #new_twitter #twitter,2653074856,18541
#newtwitter why can't i use the new feature of twitter?,2653042658,18541
I now have 50 followers and 231 tweets but still no New Twitter!! :( #NewTwitter,2653013967,18541
"I also need a new twitter background, now that this one is absolutely redundant with  the  #newtwitter.",2652977672,18541
Imma spam shafa's #NEWTWITTER. cos im jealous that she has the new twitter.,2652931759,18541
new twitter background to celebrate using #newtwitter and the launch of my new portfolio site sometime in the next few weeks!,2652923956,18541
@Twitter how come i cant see the #newtwitter on #Firefox ? I like new twitter :) It works fine on Chrome,2652914042,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2652878317,18541
"@RealBlackWidow I figured.. I am resisting til they force me into #newtwitter ..@JasonBWhitman.. OH, and Twitter has a new CEO.. EV is out.",2652865880,18541
I bet Lady Gaga has the new twitter #newtwitter,2652836900,18541
@itsDONNAGABBANA you don't apparently the new twitter gets you. I'm in the same boat. still no #newtwitter,2652791046,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2652645926,18541
Loves that the new twitter is based on the golden ratio! I have it mentally superimposed. #goldenratio #newtwitter,2652619033,18541
Been tweeting from phone because computer broke. Now I'm on the computer I realized no new twitter. Guess I have to ask for it #newtwitter,2652544966,18541
#newtwitter why i dont have new twitter yet ? makes me feel forgotten :(,2652461307,18541
So @twitter - if someone signs up & creates a new profile will they automatically get #newtwitter? Or same #oldtwitter,2652438988,18541
"If #facebook's new design is anything like #newtwitter, I wouldn't know. I don't have new twitter.",2652431595,18541
"@WillardNation @Twitter has been riding my dick recently about a #newtwitter ""In the next few weeks, we'll be revealing a new twitter!"".",2652397064,18541
"My thinking tubes are inflamed today, and I like the new twitter style and UI. #newtwitter",2652392434,18541
RT @ninaeast New twitter features– what twitter can teach you about marketing   http://basicblogsetup.com/?p=603 #newtwitter,2652358111,18541
why dont i have new twitter yet? #newtwitter,2652282842,18541
Not sure how I feel about this new twitter layout. #NewTwitter,2652281255,18541
AM I THE ONLY FUCKING DROID THAT DOESN'T HAVE THE GODDAMN FUCKING NEW TWITTER? #newtwitter,2652279478,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2652175430,18541
RT @kitchenMage: Remove Who to Follow and more!  #newtwitter  http://bit.ly/9Mu0Ve,2652081531,18541
Wondering when I will ever see the new twitter. #newtwitter,2652004969,18541
RT @kitchenMage: Remove Who to Follow and more!  #newtwitter  http://bit.ly/9Mu0Ve,2651992480,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2651959832,18541
Remove Who to Follow and more!  #newtwitter  http://bit.ly/9Mu0Ve,2651957462,18541
I cant access the new twitter! :/ #newtwitter,2651944171,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2651878982,18541
Still no new Twitter in my neck of the woods... Is anyone actually using the #newtwitter??,2651819536,18541
since i got the new twitter I can't add people to my lists #newtwitter,2651759045,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2651715981,18541
"""Pssst... the new version of twitter is here. [Try it now!]""  Me: GO AWAY!!! i don't want the #newtwitter...",2657530438,18541
Tips for customizing your background for #newtwitter from @Mashable: http://tinyurl.com/25o6d3s,2657528038,18541
"RT @twitter: #newtwitter Embedded media, infinite scroll, new architecture and so much more. Watch the video! http://t.co/E9Dbh0H",2657520985,18541
"on my personal page, twitter is trying to trick me by having a #newtwitter popup add. no, idw the new twitter...leave me alone",2657514523,18541
Got the new TweetDeck.... v0.35.2. Fuck twitter for not giving me the #newtwitter,2657499824,18541
"RT @twitter: #newtwitter Embedded media, infinite scroll, new architecture and so much more. Watch the video! http://t.co/E9Dbh0H",2657499183,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657498410,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657491842,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657490834,18541
Me too :( RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657482323,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657472452,18541
"Twitter summary:  ""The new Gap logo is horrible!"" ""Where's muh #newtwitter?!""  ;)",2657408692,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657385494,18541
RT @BieberBlasterz: i've still got the old twitter do i want the new one? :S tweet me and tell me if i should get #newtwitter,2657305525,18541
i've still got the old twitter do i want the new one? :S tweet me and tell me if i should get #newtwitter,2657295443,18541
RT @ninaeast New twitter features– what twitter can teach you about marketing http://basicblogsetup.com/?p=603 #newtwitter,2657269806,18541
Would I like to try #newtwitter? I presed Maybe Later so many times lol new twitter sucks ass,2657262036,18541
making @odannyboy prove to me there is a new twitter #newtwitter #dontbelievethehype,2657220442,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657198966,18541
i never got the new twitter yet :( RT @Bdert: How can I get my old twitter back...the option to leave #Newtwitter is gone...Stuck...SMH,2657191913,18541
eu qro  #newtwitter new twitter AHHHHHHHHHH!,2657187798,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657173405,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657156989,18541
"dear twitter, forcing me into using #newtwitter by making the old twitter error is pissing me off. I'm too ADD for new twitter, fix it. Thx",2657153205,18541
What's so hard in launching #NewTwitter? How can they be so slow? Do they have monkeys working on it? So many questions about new Twitter..,2657149875,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657149259,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657136918,18541
This New Twitter is Rocket Science really #newtwitter,2657106796,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657102854,18541
#newtwitter  Not fond of the new twitter !!,2657091873,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657077539,18541
There's a new twitter?? RT @sawi5: how come im like the only person without the #newtwitter... #wtf??,2657073229,18541
I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it..#DudeItsTeenMe,2657071852,18541
#newtwitter looks like old twitter. Maybe cos I cant access the new version,2657066183,18541
RT     @amal_ss     I hate new twitter #newtwitter,2657053369,18541
RT @amal_ss: I hate new twitter #newtwitter,2657042752,18541
RT @amal_ss: I hate new twitter #newtwitter,2657039781,18541
@lizzieanderton RT I cant access the new twitter! :/ #newtwitter,2657036273,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657033392,18541
RT @mattdavey: How do I still not have the new twitter I've been on twitter since before you knew about it. I don't tweet that often but st,2657030140,18541
I hate new twitter #newtwitter,2657023054,18541
RT @mattdavey: How do I still not have the new twitter I've been on twitter since before you knew about it. I don't tweet that often but st,2657021186,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657018794,18541
How do I still not have the new twitter I've been on twitter since before you knew about it. I don't tweet that often but still. #newtwitte,2657016840,18541
"#newtwitter wot a load of bollux cant even get a grip on da old twiter, ere duz new twitter meen dat fale whale aint no more?",2656962164,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656962051,18541
GRR! #NewTwitter - is any one else flicking between new & old twitter so they can access things like lists?,2656945612,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656936712,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656933463,18541
"RT @peyta: if you’re stuck using #newtwitter on Safari, here’s an extension to clean up the cluttered interface. http://bit.ly/bRhrzE",2656924987,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656907789,18541
New Design for Twitter http://t.co/u2FeuMJ via @sitepointdotcom #newtwitter,2656904641,18541
"RT @twitter: #newtwitter Embedded media, infinite scroll, new architecture and so much more. Watch the video! http://t.co/E9Dbh0H",2656904459,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656894647,18541
@carlsturgess: Yes!! I got the new twitter!  #NewTwitter > I'll pop some bottles! #party,2656851884,18541
"RT @twitter: #newtwitter Embedded media, infinite scroll, new architecture and so much more. Watch the video! http://t.co/E9Dbh0H",2656849697,18541
RT @RevFire: Ten crucial features missing from #newtwitter http://bit.ly/cTSykF (@HilzFuld),2656845165,18541
RT @LindsayFultz: Must...learn...RT @CarlaYoung #NewTwitter has lots of new features! #HowTo take FULL advantage of the new tools http://ow,2656842317,18541
Yes!! I got the new twitter! #NewTwitter,2656840322,18541
Was a twitter early adopter and still don't have #newtwitter :( Don't like that I am not notified of new @ messages on the twitter homepage,2656833733,18541
"if you’re stuck using #newtwitter on Safari, here’s an extension to clean up the cluttered interface. http://bit.ly/bRhrzE",2656820828,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656820379,18541
Must...learn...RT @CarlaYoung #NewTwitter has lots of new features! #HowTo take FULL advantage of the new tools http://ow.ly/2NwVz,2656816201,18541
Ditto RT @LindsaySydenham: I love the #newtwitter RT @MarketingHits  New Twitter Gets Mashable-Approved in Reader Vote http://om.ly/wTqF,2656766650,18541
I wanna access the new twitter! :/ #newtwitter,2656734135,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656706072,18541
Great info on how to design your background for new twitter http://bc9.us/9 #newtwitter #photography,2656705105,18541
I love the #newtwitter RT @MarketingHits  New Twitter Gets Mashable-Approved in Reader Vote http://om.ly/wTqF,2656688175,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656630352,18541
"New Twitter, Horrible waste of space.  I'll stick with my TweetDeck. #NewTwitter",2656597443,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656590302,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656586449,18541
RT @paaulafeernanda: RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656582600,18541
You will rank in the hearts & lives of CUs forever. sorry bout no new twitter RT @CurrencyTim: Obviously I don't rank. No #newtwitter yet :,2656582463,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656575880,18541
#now -> #newtwitter: Users talk about new twitter's appearance which looks like a book with 2 pages .. Wide.. Which is the most readin...,2656548781,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656521322,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656484779,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2656484427,18541
New Twitter? What the fuck is new about #newtwitter ?,2656481668,18541
RT @Gattodesign: How to use Twitter lists on the New Twitter | http://j.mp/9THK1t | #twitter #newtwitter,2656462122,18541
"Its only on Web.. RT @AduraLayray: Which one is d new twitter plss tell moi RT @IAmBikizlle: Damn, I just left that #NewTwitter... *phewww*",2656450956,18541
El #NewTwitter en PSD http://bit.ly/bCocYL #webdesign,2656433529,18541
"Which one is d new twitter plss tell moi RT @IAmBikizlle: Damn, I just left that #NewTwitter... *phewww*",2656428545,18541
@paz51 @KeirGibson Just tweet the words newtwitter New Twitter #newtwitter,2656377274,18541
“@Fierce_Hurdler: the new twitter on the web SUCKS #epicfail” how did u get the #newtwitter,2656274662,18541
Got to start a campaign for @Support and/or @Twitter to fix my #NewTwitter. I liked the new version but haven't seen it in over a week!,2656250995,18541
I sure wish the new @twitter layout would show up on my account. I wonder what it looks like... :( #newtwitter,2656179024,18541
New Twitter kinda weirds me out. #newtwitter,2656178411,18541
"oooh, i'm downloading a new version of twitter on my blackberry. I want #newtwitter on my laptop though!!!!",2656154947,18541
RT @Idothat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2,2656136885,18541
How to use Twitter lists on the New Twitter | http://j.mp/9THK1t | #twitter #newtwitter,2656123918,18541
RT @ninaeast New twitter features– what twitter can teach you aboutmarketinghttp://basicblogsetup.com/?p=603 #newtwitter,2656087819,18541
I want the new twitter!!! COME ON! #newtwitter,2655980415,18541
"Hey @twitter, on the #newtwitter 404 page, searching for anything with a 'n' opens up the new tweet box",2655948248,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2655945027,18541
"wow cool, i try the new twitter welcome to the #NewTwitter yippeee...",2655897815,18541
The new twitter interface is great... #NewTwitter  It tool too long for twitter to make  a change :),2655881970,18541
How do I search on the new twitter? #newtwitter,2655811076,18541
"RT @ardl It's fine, I don't even want #newtwitter any more anyway. SMD. <<<< i didn't like the new twitter either and swapped it back xD",2655778361,18541
I feel unworthy. Not seeing the new @twitter.  #newtwitter.,2658083635,18541
"Learning/building templates and a background for #NewTwitter layout. New Twitter layout: great for tweets, not so fun to design for.",2658080576,18541
the old twitter is so much better than the new one. #justsayin #newtwitter,2658078294,18541
"WOW, mad props to @mashable for an AWESOME guide to creating your #newtwitter profile design: http://bit.ly/dob3cY",2658074407,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2658071875,18541
Well twitter...it's been a while :/ must get on here a lot more! like the new twitter though #newtwitter,2658026335,18541
I'm trying out the new Twitter #newtwitter,2658023308,18541
still waiting for new Twitter. Joined 12April'07 http://whendidyoujointwitter.com ? #wdyjt #newtwitter #whereartthou? #impatient,2658002425,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657992002,18541
HOW TO: Customize Your Background for the New Twitter http://j.mp/bVJPL5 | Now if only I had #newtwitter,2657977722,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657974823,18541
HOW TO: Customize Your Background for the New Twitter #newtwitter http://bit.ly/9WfnB8,2657974461,18541
#newtwitter umm? what's so new about twitter these days? maybe 'cause i haven't been on the website for so long.,2657968767,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657968061,18541
Great article on how to customize your background for the #newtwitter http://t.co/pckGkrT via @mashable,2657961657,18541
Aha! I was waiting for this: Designing backgrounds for the #NewTwitter - http://bit.ly/9o0eTo,2657955172,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657954374,18541
Hmm Supposedly changing to the beta version of IE9 would give me more than a blank page with the new Twitter app. It does'nt. :( #newtwitte,2657943299,18541
RT @xavierthiriaux: HOW TO: Customize Your Background for the #NewTwitter - http://ow.ly/1r2Ysh via @mashsocialmedia cc @marcbourguignon,2657935839,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657925766,18541
Great resource via @mashsocialmedia: HOW TO: Customize Your Background for the #NewTwitter - http://bit.ly/cCmwI2,2657920514,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657910170,18541
LOL #newtwitter @BionicMiiMii365: #Random-- The new Twitter design gives me a headache... Lol...,2657901196,18541
lol I'm new to twitter so this whole #newtwitter thing doesn't bother me :),2657901115,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657895522,18541
#newtwitter wat is this bout??????im new 2 twitter all 2getha and dey got a new 1 n session lol wow,2657862007,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657856664,18541
I hope New Twitter doesn't work out like New Coke. #newtwitter,2657850069,18541
RT @benasmith: Helpful post from @Mashable on customizing your background for #newtwitter http://bit.ly/bVKA41,2657843443,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657831757,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657822154,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657815210,18541
RT @KISSmetrics: Realigning the new @Twitter http://kiss.ly/dwJJWh /by @rodrigogalindez #UI #newtwitter,2657814827,18541
RT @laureni .@film_girl has step-by-step instructions on how to make a lovely custom background for the #newtwitter - http://t.co/ZVQUFNE,2657808772,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657804943,18541
I'm still loving the new Twitter updates!! Well done Twitter #newtwitter,2657804530,18541
@kdarty There's a new twitter? Man I'm out of the freaking loop #NewTwitter,2657804252,18541
"Do you like my new twitter back ground and does it fit in #newtwitter I don't want to ""tryitnow"" again just incase I can't come out again",2657803366,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657801082,18541
RT @scosche: Want to learn how to customize your #newtwitter background? @Mashable has the details for you http://ow.ly/2PzWg #socialmedia,2657799350,18541
"I want #newtwitter, I'm a 2007 adopter, come on I would like new twitter",2657798028,18541
Want to learn how to customize your #newtwitter background? @Mashable has the details for you http://ow.ly/2PzWg #socialmedia #tech,2657794474,18541
HOW TO: Customize Your Background for the New Twitter http://t.co/iDCflAk via @mashable #newtwitter,2657782980,18541
HOW TO: Customize Your Background for the #NewTwitter http://t.co/i9iMg9L via  @mashable,2657781428,18541
I dont like the new twitter! #NEWTWITTER,2657770779,18541
Helpful post from @Mashable on customizing your background for #newtwitter http://bit.ly/bVKA41,2657761647,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657761218,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657745405,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657739725,18541
I want my #newtwitter I am ready to design new twitter backgrounds and I cant test if I dont have the #newtwitter. HELP I want access!!!,2657737410,18541
"#newtwitter doesn't differentiate recent tweets when clicking ""xx new tweets"", old twitter made a separation line. #Annoying",2657736712,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657735238,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657730553,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657729988,18541
RT: @lovelylottti: can someone explain why #newtwitter is still trending? i HATE NEW TWITTER,2657727872,18541
new twitter \m/ #newtwitter,2657723261,18541
.@film_girl has step-by-step instructions on how to make a lovely custom background for the #newtwitter - http://t.co/ZVQUFNE,2657722898,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657719351,18541
How to customize ur #newtwitter http://bit.ly/dACE0X (via @mashsocialmedia),2657698896,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657678606,18541
RT @Solveris: HOW TO: Customize Your Background for the #NewTwitter (via @mashable) - http://bit.ly/aatsTe,2657675735,18541
HOW TO: Customize Your Background for the #NewTwitter http://t.co/qqcrpPZ rt @mashable,2657674920,18541
Saw by chance that people are looking for #NewTwitter.  Answer here - http://bit.ly/cgpCi9  rt @oneforty via @Meltinglce,2657670147,18541
HOW TO: Customize Your Background for the #NewTwitter http://bit.ly/biGV5k  #socialmedia #branding,2657664684,18541
Will Twitter unveil new revenue vehicles under new CEO Dick  Costolo through website updates? #newtwitter,2657662495,18541
RT @difarber: how to design backgrounds for #newtwitter http://bit.ly/dACE0X,2657661757,18541
how to design backgrounds for #newtwitter http://bit.ly/dACE0X,2657657259,18541
It's d new nd updated layout 4 Twitter with lots of new functionalities..!! RT @kunal_jain: What is #NewTwitter??,2657651401,18541
Great how-to from @mashable for the #NewTwitter:  Customize Your Background to fit the new layout http://bit.ly/cSMufd,2657649396,18541
#newtwitter is trending again but i still don't have the new twitter :L,2657649271,18541
"via @MeltingIce Rt @oneforty New question on oneforty Answers: ""How do I get #NewTwitter?"" Answer here - http://bit.ly/cgpCi9",2657649189,18541
y am i not getting the new twitter #newtwitter,2657647410,18541
Everyone keeps talking about new twitter.  Why don't I see it? #newtwitter,2657638514,18541
HOW TO: Customize Your Background for the New Twitter http://t.co/F5rx38X via @mashdevdesign @mashable #newtwitter,2657635705,18541
can someone explain why #newtwitter is still trending? i HATE NEW TWITTER,2657634551,18541
HOW TO: Customize Your Background for the New Twitter http://j.mp/cP1wV1 / #newtwitter,2657617204,18541
HOW TO: Customize Your Background for the #NewTwitter - http://ow.ly/2PyUp (via @mashable),2657615779,18541
#now -> #newtwitter: Twitter's new appearance. Looks a lot like the ipad.,2657613514,18541
Ha-ha! I have new twitter!! I feel so special. Or maybe just very slow to catch on #newtwitter,2657611859,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657608221,18541
#newtwitter I need new twitter!,2657606605,18541
I didnt get the new twitter! I want it! #newtwitter,2657605871,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657600557,18541
Como customizar seu background e seu design no #newTwitter http://t.co/WBHVMIk via @mashdevdesign @mashable,2657599145,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657593537,18541
RT @Solveris: HOW TO: Customize Your Background for the #NewTwitter (via @mashable) - http://bit.ly/aatsTe,2657593002,18541
HOW TO: Customize Your Background for the New Twitter http://t.co/P8rskJf #Newtwitter,2657592227,18541
How to: Customize your background for #NewTwitter http://t.co/8ccbpK8,2657592014,18541
HOW TO: Customize Your Background for the #NewTwitter (via @mashable) - http://bit.ly/aatsTe,2657591057,18541
How to customize the #newtwitter background http://bit.ly/dACE0X,2657588540,18541
Get your #newtwitter background purring like a kitten http://mashable.com/2010/10/06/new-twitter-background-customize/,2657584487,18541
HOW TO: Customize Your Background for the #NewTwitter - http://ow.ly/1r2Ysh via @mashsocialmedia cc @marcbourguignon,2657582481,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657579137,18541
How to customize your Background for #newtwitter: http://bit.ly/aghgfO via @mashable,2657577321,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657574402,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2657570371,18541
I cant access the new twitter! :/ #newtwitter,2657564512,18541
"#newtwitter, can't accept new twitter on firefox, cos can't scroll down pop-up window :)",2657562354,18541
RT @lorirusso: Tips for customizing your background for #newtwitter from @Mashable: http://tinyurl.com/25o6d3s,2657537561,18541
#newtwitter I think the new twitter needs a better conversation view.  Its really difficult to follow a series of conversations now.,2657530779,18541
"I think TWITTER Heard that I'm DEPRESSED ,, so he give me the new twitter  #newtwitter",2658392723,18541
"Must be nice! I don't think I'm ever getting #newtwitter . RT @Evan_Shane_Long: yay for the ""new"" twitter!!! Finally""",2658392466,18541
Finally got the new twitter #newtwitter,2658390782,18541
#newtwitter Pssst... the new version of Twitter is here. :DDD,2658390236,18541
finally have the new twitter!!!!!!!!!!!!!!!!! #newtwitter FTW,2658390144,18541
@onjongkey I will let you have new Twitter from both of my accounts for your other account. #hates #newtwitter,2658389912,18541
RT @Fabianayamato: tá escrito assim 'Pssst... the new version of Twitter is here. ' pssst eu não quero #newtwitter vá embora daqui coisinha,2658389858,18541
Oh... did I just... did I just get new twitter? I think I did. #newtwitter,2658389147,18541
"Wow, NEW Twitter looks really good. #newtwitter",2658388757,18541
NEW FUCKING TWITTER! #newtwitter,2658387632,18541
"@twitter @support Holla! :D Just got new twitter now, the screen is quite cluttered... but I like everything otherwise! :) #newtwitter x",2658385656,18541
AGH! New Twitter is weird...I don't know how I feel about it. #newtwitter,2658384968,18541
"When I leave the preview on #newtwitter, I think the old twitter looks weird. I guess I'm used to the new twitter now.",2658384890,18541
reloaded my browser. NEW TWITTER. Oh. Hi. Why is the sidebar THAT BIG!?!?!?!?!? #newtwitter,2658382479,18541
"Pssst... the new version of Twitter is here. #newtwitter / no tks, roots!",2658382325,18541
New Twitter!!! YEEESS!!! #NewTwitter,2658381637,18541
OMG OMG OMG I HAVE THE NEW TWITTER #newtwitter,2658381307,18541
"em,,,,wow,,,,New Twitter!! em.....seems a litter strange.// #NewTwitter",2658380054,18541
finally got the new twitter. i feel so loved. #newtwitter,2658378892,18541
FINALLY GOT THE NEW TWITTER AT LAST #newtwitter,2658378626,18541
"@Louisemccall stick to tweetdeck, new twitter is too slow and unreliable. I don't like it #newtwitter",2658378549,18541
"""Pssst... the new version of Twitter is here"" OH GOD. #newtwitter",2658378084,18541
RT @whitneysingaah: Oooh look at the new twitter...tis rather coool #newtwitter,2658376369,18541
Pssst... the new version of Twitter is here. #idc #newtwitter,2658376046,18541
Hello new twitter - why do you look like ass? #newtwitter,2658374610,18541
Likes The New Twitter!:D #NewTwitter,2658372220,18541
EWW. I have New @twitter. It is fucking ugly as shit. #NewTwitter,2658371652,18541
All twitter is new to me. #newtwitter,2658369946,18541
tá escrito assim 'Pssst... the new version of Twitter is here. ' pssst eu não quero #newtwitter vá embora daqui coisinha azul !,2658369470,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2658369297,18541
Sudah Twitter Baru / Ik heb de nieuwe Twitter / I have the new Twitter #NewTwitter,2658369152,18541
Oooh look at the new twitter...tis rather coool #newtwitter,2658369083,18541
finally my new twitter just arrived .. #NewTwitter,2658367831,18541
FUCK YOU! =( I want new twitter... RT: @__xadoremii YEYYY #newtwitter,2658367777,18541
yay i just got the new twitter :D  #newtwitter,2658367496,18541
"New twitter, should I get it or just stick with the old version? I'm kinda scared to try #newtwitter D:",2658367090,18541
Woot got the new twitter! Looks super sexy. #newtwitter,2658364810,18541
I have new Twitter! #newtwitter,2658364383,18541
"I've decided I don't want the new Twitter after all, but thanks. #NewTwitter",2658364002,18541
AHHHHHHHHHHHHHHHHHHHH NEW TWITTER HAS ARRIVED #newtwitter,2658363827,18541
#newtwitter everyones moaning that they dont like the new twitter layout! but you all moaned when they changed the facebook layout too!!!,2658363503,18541
finally got the new twitter.  hmmm... anything to do with new facebook coming out today? #newtwitter,2658362601,18541
New Twitter is less annoying than Old Twitter. Sweet. #NewTwitter,2658361749,18541
yas i got new twitter !!!!! #newtwitter,2658361404,18541
I GOTS THE NEW TWITTER. FINALLY! XD #newtwitter,2658360608,18541
I love the new Twitter design! Finally got the #NewTwitter!,2658360579,18541
I have the new twitter :D #newtwitter,2658360195,18541
I got the new twitter! Amazing! #newtwitter,2658358722,18541
"Acabei de receber aqui ""Meet the new Twitter.com"". Achei horrível. #newtwitter",2658358447,18541
"Yay, I finally have the new Twitter ! #NewTwitter",2658356546,18541
Finally got the new twitter.  So happy!  I love it! #newtwitter,2658356012,18541
"LOL right after i complained about not having the #newtwitter ... a pop ""out"" came up and asked if i wanted to switch to the new twitter :)",2658354351,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2658354350,18541
Damn it Twitter! I clicked try it now for the #newtwitter and then nothing happened! No new twitter. #lame,2658354149,18541
WOW the new twitter site is crazy...y'all shud check it out #newtwitter,2658352561,18541
NEW TWITTER!!!.. W00t!! I've got #NEWTWITTER!! :D :D,2658352385,18541
i have the new twitter :D #newtwitter :),2658352045,18541
We're moving up in the world... Checking out new Twitter finally #newtwitter,2658350477,18541
RT @lizzieanderton: I cant access the new twitter! :/ #newtwitter,2658350451,18541
I was just offered the NEW TWITTER #NewTwitter #notamyth,2658348805,18541
